comment_id,text,author,timestamp,likes,video_id,cleaned_text,cleaned_text_no_stopwords,sentiment_label,confidence_score,textblob_sentiment,textblob_polarity,textblob_subjectivity,vader_sentiment,vader_compound,vader_pos,vader_neu,vader_neg
comment_-4581090821078966445,"Give this command  ""Get-ChildItem -Force"" instead of   ls -a",@MRYASH555,Unknown time,10,Ez8F0nW6S-w,give this command getchilditem force instead of ls a,give command getchilditem force instead ls,Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_5847478370382831818,Thank you Di...finally I learnt how to use Git and GitHub and got broaden idea about their usage.,@deepanjalikumari237,Unknown time,1,Ez8F0nW6S-w,thank you di...finally i learnt how to use git and github and got broaden idea about their usage.,thank di ... finally learnt use git github got broaden idea usage .,Positive,0.25284,Neutral,0.0,0.0,Positive,0.3612,0.128,0.872,0.0
comment_-5794456294112665280,"I'll stop at 57:00 will come back later when i'm working on a project with other people 

This was a very amazing demo, thanks",@KiorSinn,Unknown time,5,Ez8F0nW6S-w,"ill stop at 57:00 will come back later when im working on a project with other people this was a very amazing demo, thanks","ill stop 57:00 come back later im working project people amazing demo , thanks",Positive,0.35237999999999997,Neutral,0.059166666666666694,0.4291666666666667,Positive,0.5034,0.225,0.62,0.155
comment_-7922719721016227617,Please report this video. She needs to understand that pinning a comment is not helping the situation. It's tarnishing the image of the country and it seems that she couldn't care less.,@arulmanivenkatesh8843,Unknown time,15,Ez8F0nW6S-w,please report this video. she needs to understand that pinning a comment is not helping the situation. its tarnishing the image of the country and it seems that she couldnt care less.,please report video . needs understand pinning comment not helping situation . tarnishing image country seems couldnt care less .,Negative,0.2331333333333333,Negative,-0.16666666666666666,0.06666666666666667,Negative,-0.2996,0.064,0.81,0.126
comment_7976238608225085912,Thanks alot Shraddha didi and apna college for this wonderful class. I was really stuck at the very start of my learning process of git and git hub. Your video was really helpful.,@Nisha13Purohit,Unknown time,0,Ez8F0nW6S-w,thanks alot shraddha didi and apna college for this wonderful class. i was really stuck at the very start of my learning process of git and git hub. your video was really helpful.,thanks alot shraddha didi apna college wonderful class . really stuck start learning process git git hub . video really helpful .,Positive,0.6015999999999999,Positive,0.36,0.38,Positive,0.8432,0.249,0.696,0.055
comment_4349408986278359422,Mam waiting for alpha 6.0 to  launch,@rrammohonrav6150,Unknown time,8,Ez8F0nW6S-w,mam waiting for alpha 6.0 to launch,mam waiting alpha 6.0 launch,Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_-5780935851954233935,"At 1:14:05, she has explicitly mentioned to not make unnecessary changes unless u have something useful to contribute. Even after this if people are not listening then the blame is on the contributors and not @ApnaCollegeOfficial",@c19souravchowdhury21,Unknown time,68,Ez8F0nW6S-w,"at 1:14:05, she has explicitly mentioned to not make unnecessary changes unless u have something useful to contribute. even after this if people are not listening then the blame is on the contributors and not","1:14:05 , explicitly mentioned not make unnecessary changes unless u something useful contribute . even people not listening blame contributors not",Positive,0.0896,Neutral,-0.05000000000000002,0.45,Positive,0.128,0.076,0.862,0.063
comment_-2531242964926606366,1:13:00,@nikhilsawant4541,Unknown time,22,Ez8F0nW6S-w,1:13:00,1:13:00,Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_7995673402574666486,Thanks Mam for this oneshot learned everything .,@gearvize,Unknown time,2,Ez8F0nW6S-w,thanks mam for this oneshot learned everything .,thanks mam oneshot learned everything .,Positive,0.32020000000000004,Positive,0.2,0.2,Positive,0.4404,0.293,0.707,0.0
comment_4956533262877180792,Please do one shot of R and statistics using R,@AmanSingh-to3so,Unknown time,13,Ez8F0nW6S-w,please do one shot of r and statistics using r,please one shot r statistics using r,Positive,0.22273999999999997,Neutral,0.0,0.0,Positive,0.3182,0.204,0.796,0.0
comment_-1572065171625519292,Please mam give an offer on delta 2.O course,@Dollygour346,Unknown time,7,Ez8F0nW6S-w,please mam give an offer on delta 2.o course,please mam give offer delta 2.o course,Positive,0.22273999999999997,Neutral,0.0,0.0,Positive,0.3182,0.223,0.777,0.0
comment_-6856610990682404749,your way of speaking is awesome,@dksingh9771,Unknown time,1,Ez8F0nW6S-w,your way of speaking is awesome,way speaking awesome,Positive,0.81245,Positive,1.0,1.0,Positive,0.6249,0.451,0.549,0.0
comment_1629791153808395340,Iss video ne to bawal macha dala. But galti to bewakuufo ki hai jo bina proper dekhe sune hagne aa gaye git hub pe.,@adviththegreat5610,Unknown time,5,Ez8F0nW6S-w,iss video ne to bawal macha dala. but galti to bewakuufo ki hai jo bina proper dekhe sune hagne aa gaye git hub pe.,iss video ne bawal macha dala . but galti bewakuufo ki hai jo bina proper dekhe sune hagne aa gaye git hub pe .,Neutral,0.0,Neutral,0.0,0.1,Neutral,0.0,0.0,1.0,0.0
comment_-5181497255294720541,YOU GUYS BETTER TAKE THIS VIDEO DOWN RN !!!,@sahadpop4135,Unknown time,9,Ez8F0nW6S-w,you guys better take this video down rn !!!,guys better take video rn ! ! !,Positive,0.40781999999999996,Neutral,0.09809027777777779,0.3944444444444445,Positive,0.5826,0.321,0.679,0.0
comment_4084397174612646533,Thanks Shradha Mam I am watch Your video you step by step guaide thanks,@prajvaljadhav07,Unknown time,1,Ez8F0nW6S-w,thanks shradha mam i am watch your video you step by step guaide thanks,thanks shradha mam watch video step step guaide thanks,Positive,0.45015000000000005,Positive,0.2,0.2,Positive,0.7003,0.326,0.674,0.0
comment_-8694876320151074753,Can you give an offer on delta 2.O course,@truedevice,Unknown time,22,Ez8F0nW6S-w,can you give an offer on delta 2.o course,give offer delta 2.o course,Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_4880965693343292708,"If you are having an error with ""ls -a"" then use either ""ls -la"" OR ""ls -force""",@TSSsniper,Unknown time,13,Ez8F0nW6S-w,if you are having an error with ls a then use either ls la or ls force,error ls use either ls la ls force,Negative,0.28132999999999997,Neutral,0.0,0.0,Negative,-0.4019,0.0,0.856,0.144
comment_-424749953655683679,"Thanks for video, very helpful, keep making new tutorials!",@syedmajid3202,Unknown time,1,Ez8F0nW6S-w,"thanks for video, very helpful, keep making new tutorials!","thanks video , helpful , keep making new tutorials !",Positive,0.4660257575757576,Positive,0.19015151515151515,0.3181818181818182,Positive,0.7419,0.473,0.527,0.0
comment_1978685804589856997,"0:00- Introduction
1:07- Git Introduction
5:00- GitHub Introduction
7:25- Setting Up GitHub
- Setting Up Git
- Configuring Git
- Working with VS Code
- Clone and Status
- Add and Commit
- Push Command
- Init Command
- Work Flow
- Git Branches
- Branch Commands
- Merging Code
- Pull Request
- Pull Command
- Resolving Merge Conflicts
- Undoing Changes
- Fork",@mrinmoykarmakar8677,Unknown time,7,Ez8F0nW6S-w,0:00 introduction 1:07 git introduction 5:00 github introduction 7:25 setting up github  setting up git  configuring git  working with vs code  clone and status  add and commit  push command  init command  work flow  git branches  branch commands  merging code  pull request  pull command  resolving merge conflicts  undoing changes  fork,0:00 introduction 1:07 git introduction 5:00 github introduction 7:25 setting github setting git configuring git working vs code clone status add commit push command init command work flow git branches branch commands merging code pull request pull command resolving merge conflicts undoing changes fork,Positive,0.20719999999999997,Neutral,0.0,0.0,Positive,0.296,0.09,0.861,0.049
comment_799815912836762975,"Thanks a ton mam for uploading such a knowledge heavy video ,which cleared all my confusion .You explained so well .",@shwetasonth8407,Unknown time,4,Ez8F0nW6S-w,"thanks a ton mam for uploading such a knowledge heavy video ,which cleared all my confusion .you explained so well .","thanks ton mam uploading knowledge heavy video , cleared confusion .you explained well .",Positive,0.41405,Neutral,0.0,0.39999999999999997,Positive,0.5915,0.268,0.648,0.084
comment_-1176450522820596941,please provide the notes which you have shown in this video... it really helps in revising efficiently.,@TricksWala,Unknown time,2,Ez8F0nW6S-w,please provide the notes which you have shown in this video... it really helps in revising efficiently.,please provide notes shown video ... really helps revising efficiently .,Positive,0.49205,Positive,0.2,0.2,Positive,0.7841,0.361,0.639,0.0
comment_2944950457185694999,"Hi , mam. I am from Bangladesh . I really enjoying your videos and it helps to know about skills which we need to build  a skilled carrier, it really amazing and also keep me  in your prayers. Thank you for your informations️.",@MrFr08,Unknown time,4,Ez8F0nW6S-w,"hi , mam. i am from bangladesh . i really enjoying your videos and it helps to know about skills which we need to build a skilled carrier, it really amazing and also keep me in your prayers. thank you for your informations.","hi , mam . bangladesh . really enjoying videos helps know skills need build skilled carrier , really amazing also keep prayers . thank informations .",Positive,0.7250166666666666,Positive,0.5333333333333333,0.6666666666666666,Positive,0.9167,0.248,0.752,0.0
comment_5212127695993026924,we want JavaScript long video. 10-12 hours courses,@animalviral2558,Unknown time,21,Ez8F0nW6S-w,we want javascript long video. 1012 hours courses,want javascript long video . 1012 hours courses,Positive,0.05404,Neutral,-0.05,0.4,Positive,0.0772,0.157,0.843,0.0
comment_2037975959075861823,"Dear Shradha mam, thanks for the most informative video on Git and Github, solved all my doubts..  Keep educating ..",@ShrinivasNaik,Unknown time,1,Ez8F0nW6S-w,"dear shradha mam, thanks for the most informative video on git and github, solved all my doubts.. keep educating ..","dear shradha mam , thanks informative video git github , solved doubts .. keep educating ..",Positive,0.50485,Positive,0.35,0.35,Positive,0.6597,0.295,0.62,0.085
comment_-7653349454242732417,Trim this video mam :),@AbhishekSharma-ti4sn,Unknown time,7,Ez8F0nW6S-w,trim this video mam :,trim video mam :,Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_8097627976996551907,"Please take down this video and upload a new one with your own GitHub repo to let people test. You cannot ""hand-wave"" a problem you created by just putting up a notice in your comment section. Please know that this does not reflect well on all Indian programmers.",@zaw_w_lwin,Unknown time,16,Ez8F0nW6S-w,please take down this video and upload a new one with your own github repo to let people test. you cannot handwave a problem you created by just putting up a notice in your comment section. please know that this does not reflect well on all indian programmers.,please take video upload new one github repo let people test . not handwave problem created putting notice comment section . please know not reflect well indian programmers .,Positive,0.45790134680134675,Positive,0.19360269360269358,0.5811447811447811,Positive,0.7222,0.165,0.801,0.034
comment_-1462874788817966884,"very nicely explained, I mostly used these commands but still din't have much exposure at deeper level but after watching our videos now my concepts is clear Thanks",@Deepaklam41,Unknown time,0,Ez8F0nW6S-w,"very nicely explained, i mostly used these commands but still dint have much exposure at deeper level but after watching our videos now my concepts is clear thanks","nicely explained , mostly used commands but still dint much exposure deeper level but watching videos concepts clear thanks",Positive,0.6048,Positive,0.356,0.45666666666666667,Positive,0.8536,0.272,0.728,0.0
comment_-621642504794077839,"left at 35:00 , continuing tomorrow on 28 november",@Originals-yours,Unknown time,3,Ez8F0nW6S-w,"left at 35:00 , continuing tomorrow on 28 november","left 35:00 , continuing tomorrow 28 november",Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_-8384185058269219763,completed this on 14/10/2024 .,@im_ap22,Unknown time,18,Ez8F0nW6S-w,completed this on 14102024 .,completed 14102024 .,Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_7500095028211181262,Thank you so much for this amazing explanation.,@arindamdeka8095,Unknown time,1,Ez8F0nW6S-w,thank you so much for this amazing explanation.,thank much amazing explanation .,Positive,0.5952999999999999,Positive,0.4,0.55,Positive,0.7906,0.538,0.462,0.0
comment_-5502404144261986174,"1:07 Git Introduction
5:00 GitHub Introduction
7:25 Setting Up GitHub
16:26 Setting Up Git
 Configuring Git
 Working with VS Code
 Clone and Status
 Add and Commit
 Push Command
 Init Command
 Work Flow
 Git Branches
 Branch Commands
 Merging Code
 Pull Request
 Pull Command
 Resolving Merge Conflicts
 Undoing Changes
 Fork",@juggernaut9364,Unknown time,5,Ez8F0nW6S-w,1:07 git introduction 5:00 github introduction 7:25 setting up github 16:26 setting up git configuring git working with vs code clone and status add and commit push command init command work flow git branches branch commands merging code pull request pull command resolving merge conflicts undoing changes fork,1:07 git introduction 5:00 github introduction 7:25 setting github 16:26 setting git configuring git working vs code clone status add commit push command init command work flow git branches branch commands merging code pull request pull command resolving merge conflicts undoing changes fork,Positive,0.20719999999999997,Neutral,0.0,0.0,Positive,0.296,0.092,0.859,0.05
comment_-8559324319231205114,Thank you Apna college - it was really easy to understand how Git works with VS Code and how to use GitHub,@JahangirAlam-md9bt,Unknown time,0,Ez8F0nW6S-w,thank you apna college  it was really easy to understand how git works with vs code and how to use github,thank apna college really easy understand git works vs code use github,Positive,0.5617166666666666,Positive,0.43333333333333335,0.8333333333333334,Positive,0.6901,0.231,0.769,0.0
comment_5178068329974247169,We want delta 2.O offer,@ALKING-h5w,Unknown time,5,Ez8F0nW6S-w,we want delta 2.o offer,want delta 2.o offer,Positive,0.05404,Neutral,0.0,0.0,Positive,0.0772,0.245,0.755,0.0
comment_1419737774122589110,Please mam give an offer on delta 2.O course I don't buy before because of some reason,@ALKING-h5w,Unknown time,4,Ez8F0nW6S-w,please mam give an offer on delta 2.o course i dont buy before because of some reason,please mam give offer delta 2.o course dont buy reason,Positive,0.22273999999999997,Neutral,0.0,0.0,Positive,0.3182,0.126,0.874,0.0
comment_7263440297042387176,"Thank you, dear. You explained it very clearly and in a well-organized manner.",@smitavharavadekar9724,Unknown time,0,Ez8F0nW6S-w,"thank you, dear. you explained it very clearly and in a wellorganized manner.","thank , dear . explained clearly wellorganized manner .",Positive,0.463,Positive,0.13,0.4983333333333333,Positive,0.796,0.447,0.553,0.0
comment_-3456023763088765540,"Take the Video down.
The damage is already done.",@vishal-shinde,Unknown time,8,Ez8F0nW6S-w,take the video down. the damage is already done.,take video . damage already done .,Negative,0.3247277777777778,Negative,-0.15555555555555556,0.2888888888888889,Negative,-0.4939,0.0,0.714,0.286
comment_6013332021990847568,"just completed it , now everything is clear ... Thank you",@chetanraut6630,Unknown time,1,Ez8F0nW6S-w,"just completed it , now everything is clear ... thank you","completed , everything clear ... thank",Positive,0.43743,Neutral,0.09999999999999999,0.3833333333333333,Positive,0.6249,0.362,0.638,0.0
comment_8257683127314356129,"21:18  '~' is not root directory, it is home directory.
'/' is root directory",@hammadansari2733,Unknown time,3,Ez8F0nW6S-w,"21:18  is not root directory, it is home directory.  is root directory","21:18 not root directory , home directory . root directory",Neutral,0.0,Neutral,0.0,0.0,Neutral,0.0,0.0,1.0,0.0
comment_-7847768071230784740,Pls trim that part please.,@abh1nn,Unknown time,4,Ez8F0nW6S-w,pls trim that part please.,pls trim part please .,Positive,0.26725999999999994,Neutral,0.0,0.0,Positive,0.3818,0.545,0.455,0.0
comment_-3807842318865950659,"Hello mam.

I am unable to access git in vs code! (git: The term 'git' is not recognized as the name of a cmdlet, function, script file, or executable program.
Check the spelling of the name, or if a path was included, verify that the path is correct and try again.) This is the error that I am facing in vs code! please give me the solution about this?",@itsbhaveshsuthar,Unknown time,7,Ez8F0nW6S-w,"hello mam. i am unable to access git in vs code! git: the term git is not recognized as the name of a cmdlet, function, script file, or executable program. check the spelling of the name, or if a path was included, verify that the path is correct and try again. this is the error that i am facing in vs code! please give me the solution about this?","hello mam . unable access git vs code ! git : term git not recognized name cmdlet , function , script file , executable program . check spelling name , path included , verify path correct try . error facing vs code ! please give solution ?",Negative,0.546875,Negative,-0.78125,0.5,Positive,0.3578,0.07,0.893,0.037
comment_4455597347745685228,"Thank you mam... for the video..
Mam can you please please provide a full course video ruby on rails.....it will be very helpful for me",@sweetpie805,Unknown time,5,Ez8F0nW6S-w,thank you mam... for the video.. mam can you please please provide a full course video ruby on rails.....it will be very helpful for me,thank mam ... video .. mam please please provide full course video ruby rails ..... helpful,Positive,0.56145,Positive,0.275,0.42500000000000004,Positive,0.8479,0.327,0.673,0.0
